,spotify_id,youtube_id,project_name,artist,project_type,tracks,project_art,year,rating
534,1KzsSFzRO8903u1XTyEi8U,iRG4w5x2vV8,outer isolation,vektor,album,8.0,https://i.scdn.co/image/ab67616d00004851384186caebdaba10abe1a6b1,2011.0,2.0
535,7275posUjEJ7H9tLyaxyLH,Xa4YaYOdYAY,time is up,havok,album,10.0,https://i.scdn.co/image/ab67616d000048519c910b2c3a453609971589ac,2011.0,8.0
536,5UxUv9TbiJNIFGllPeyY4A,XmxL81mXR2I,self-titled,red horse,album,12.0,https://i.scdn.co/image/ab67616d000048514984d773de6556de6f0b8541,2010.0,6.0
537,0hO63UQyDQqhPTip3rZyaL,rXgxJk5dBS8,tripper,hella,album,10.0,https://i.scdn.co/image/ab67616d000048511940dfa7fce63f1630c1a669,2011.0,6.0
538,1rZJIfmPw3VT6s84lcTBom,CrnkL-ewcck,sun and shade,woods,album,12.0,https://i.scdn.co/image/ab67616d0000485172785211e2029a71b75073e6,2011.0,5.0
539,6QnitwXJs3b2fbf9Cbdp6x,6ZYy4gP1J3s,self-titled,yuck,album,12.0,https://i.scdn.co/image/ab67616d000048518548f1ebc989bb4895460757,2011.0,5.0
540,5JXnMCR2UcTUBeKbgwNxIr,FGaO0divFf0,v,vreid,album,9.0,https://i.scdn.co/image/ab67616d0000485147530a5cde1e752ec61cae24,2012.0,6.0
541,50cKcSmA9WNslW8pJQAgWi,-F1V2oPhlso,higher learning vol. 2,fashawn,album,24.0,https://i.scdn.co/image/ab67616d00004851c2830f49d16ea575280973a9,2012.0,6.0
542,1O58FiA79FsPVDezRyTlU3,zWDo8gGwRfk,gloss drop,battles,album,12.0,https://i.scdn.co/image/ab67616d000048514d6619a1de9ad442a863ac99,2011.0,9.0
543,2iXlEpQWbpp3ERwU91Fmu9,L8adbT0u1rA,cerebral ballzy,cerebral ballzy,album,12.0,https://i.scdn.co/image/ab67616d0000485108455cc83fec3a618e53327c,2011.0,3.0
544,276GJQROaVFWuxjiVe0qG4,f6df3Yo-aSE,oneirology,cunninlynguists,album,15.0,https://i.scdn.co/image/ab67616d0000485195ef6dcc56c93ffcb84bec5a,2011.0,8.0
545,35xfQriUFj6M2AVq78OsEq,6p3xVcQZuCY,sbtrkt,sbtrkt,album,23.0,https://i.scdn.co/image/ab67616d00004851779c4164a3cb1e610a757c41,2011.0,8.0
546,16EdRx2P4PVgZFK53UF3JD,xt8IbWk9eSQ,metals,feist,album,12.0,https://i.scdn.co/image/ab67616d000048511c13593fbc8c75cd2ef28ab0,2011.0,4.0
547,5joNe9uuYWY9GjJlpASff2,Agg3HH0x_eA,mosaik,siriusmo,album,17.0,https://i.scdn.co/image/ab67616d0000485171b106c8e013bfc6221021e6,2011.0,7.0
548,5ac0HnZc0pazs0t7lFUEm6,kR3sN2WTOh8,go tell fire to the mountain,wu lyf,album,10.0,https://i.scdn.co/image/ab67616d0000485194f30c0689ede7488f69618a,2011.0,5.0
549,5mfSVc5mIyh1Ve0DBRWFkh,7UbRxK4qMRs,humor risk,cass mccombs,album,8.0,https://i.scdn.co/image/ab67616d00004851cfd24aa05c2d6640f7724ba8,2011.0,6.0
550,5z2CoCLOZfFwqbNzfYCCyB,Q3W2rJhXMEc,blue suicide,coma cinema,album,15.0,https://i.scdn.co/image/ab67616d00004851154398939fbd76ada5dff52e,2011.0,7.0
551,56Bi6PRYQ2JDGGLntLjoMI,hgryNZz-34Q,simple math,manchester orchestra,album,10.0,https://i.scdn.co/image/ab67616d00004851298fc5e425bac3d979c7823d,2011.0,4.0
552,37C6YgkW0GLoxuSAvAPkUi,Lu7PAAopMyY,conjure and command,toxic holocaust,album,10.0,https://i.scdn.co/image/ab67616d000048518528c5206d2b98ad3ea5f9fc,2011.0,8.0
553,4YctmmwjdRLLDGTv73fCDB,4EUEhF8BQOc,h.a.m.,kanye west & jay-z,track,1.0,https://i.scdn.co/image/ab67616d000048517948e24ec7cb975cd7cb2cf0,2011.0,4.0
554,7K5a4JPaeI7zE2JfQ6BTUk,XtmTM3AIdLI,unlearn,fergus & geronimo,album,11.0,https://i.scdn.co/image/ab67616d0000485184ab5d833f69f0c09ac84cd8,2011.0,8.0
555,69HFkyVMVy1b2aRLYBHG0i,TyGMJtRPF78,join us,they might be giants,album,18.0,https://i.scdn.co/image/ab67616d0000485188cadcd7febfcfabcd6dd295,2011.0,5.0
556,6Iu8toVsvCc3I4INxYiVIy,Gc0Jpf_25a4,"ravedeath, 1972",tim hecker,album,12.0,https://i.scdn.co/image/ab67616d00004851dd3e6ebb68966851e511f350,2011.0,8.0
557,6UL7TuOXx0ukazJroOV6le,8PqLOyHA7BI,abhorrent evolution,oblivionized,ep,1.0,https://i.scdn.co/image/ab67616d000048510e24ac6fad9178d9a0b78dba,2017.0,2.0
558,7xusHmkJUWt1XqPrM3pC9U,vtDvu9PVcJc,opus eponymous,ghost,album,9.0,https://i.scdn.co/image/ab67616d00004851fae4c3e322d94845c13e2d2c,2010.0,8.0
559,7Hif0SCVj3oHys2QsTSWiZ,JKqAHPICR60,belong,the pains of being pure at heart,album,10.0,https://i.scdn.co/image/ab67616d000048512d1b406108e1ef10cdf50803,2011.0,8.0
560,7izBnh7qhlSiI0u9JcsiCA,fU1YnAn4lWY,rules,civil civic,album,10.0,https://i.scdn.co/image/ab67616d0000485143bfe05873927a37d3658731,2011.0,2.0
561,52jn6RW1z698JnDAkF0AfR,YvcQAEJ6AvU,crazy clown time,david lynch,album,14.0,https://i.scdn.co/image/ab67616d00004851fad8fafe4e2dfecf525b22ce,2011.0,5.0
562,2tWkGlUTyWZcVsqryi8U1q,mKM5Z5n8Mi0,creep on creepin' on,timber timbre,album,10.0,https://i.scdn.co/image/ab67616d00004851d4e5892341fbc81751662d3b,2011.0,8.0
563,4TXv5i5dWmb2pmpFgffEBJ,2c5KCsYiYoY,self-titled,wild flag,album,10.0,https://i.scdn.co/image/ab67616d00004851deaa5b2afafbcce0a463aa1a,2011.0,7.0
564,7KLG5Qk1Y9gLzSjdNdR96l,-nG5Q3kMgq8,blackenedwhite,mellowhype,album,12.0,https://i.scdn.co/image/ab67616d0000485188b1d6eac982aa903ff2eb4b,2011.0,6.0
565,1uPcFEDMVLKR6OZm4b8AK2,G-Rnu8q8fSI,radiant door,crystal stilts,ep,5.0,https://i.scdn.co/image/ab67616d00004851ac6013b6b104c2c8a208600d,2011.0,6.0
566,2dNexssEWbK7rgh0veTjjz,-f4DyUGCg0w,black up,shabazz palaces,album,10.0,https://i.scdn.co/image/ab67616d00004851eb1131dabe75ee956adae913,2011.0,8.0
567,6IsoFax3ryJ1HJPvEv4zzM,qrq1QohxWwU,kills,jj,album,9.0,https://i.scdn.co/image/ab67616d00004851140a5e47541667443551a08f,2009.0,3.0
568,5YL1SE9jrofXksXXDI9saw,rgIESOp7WCM,live music,the strange boys,album,14.0,https://i.scdn.co/image/ab67616d00004851da673872e82528f83ac61a5d,2011.0,7.0
569,2Hyhkd1Aev975zUweEczK1,BXralORhPus,denton after sunset,teenage cool kids,album,9.0,https://i.scdn.co/image/ab67616d00004851a36d8efa90aef03ae274216c,2011.0,2.0
570,7GHaFBpmPwSAWaw4rHhVyF,ApMeFBLy3v0,the hunter,mastodon,album,15.0,https://i.scdn.co/image/ab67616d00004851d12883c8550b771dc55ed416,2011.0,5.0
571,5sxXPadbA1iXwhpSoEbnEC,5PSH6cV4N-I,holy ghost!,holy ghost!,album,10.0,https://i.scdn.co/image/ab67616d00004851aedfe579ceafdfb04dd3ce72,2011.0,8.0
572,06rZ61cxISfcRCHqly3Nuh,X1nALCk5kMU,after school special,a-1,album,6.0,https://i.scdn.co/image/ab67616d000048512ca43319a5f07e6b5cf90803,2011.0,7.0
573,1S9W2bQQEpzBIc5LTc9yyD,nyHhmEHt5qo,ascension,jesu,album,10.0,https://i.scdn.co/image/ab67616d00004851de70926d9a51ff267d313955,2011.0,5.0
574,1Vzbc7NOGCHxDKLp1efCp6,nJqkgqRwqAw,r.e.k.s.,reks,album,16.0,https://i.scdn.co/image/ab67616d00004851772e7c31036163f2d6066caf,2011.0,8.0
575,6HTAZdkIuhAoQPFtZmFYo5,vOrHGz2U-zA,parallax,atlas sound,album,12.0,https://i.scdn.co/image/ab67616d000048515ecc570a136e2b010a2c674d,2011.0,6.0
576,5aaKz1N9TjW3PZ6PXi2R7i,WIyRRLBsukw,homo,the uv race,album,10.0,https://i.scdn.co/image/ab67616d000048517d854e283bfad3581a8ae38e,2011.0,8.0
577,5pez3ZFdESESBL9M5KElgt,q1go3WwvCvY,dye it blonde,smith westerns,album,10.0,https://i.scdn.co/image/ab67616d00004851e87ebb503df38bc0781ed51e,2011.0,7.0
578,112AapnDZlCIHKoas9ZL0l,zEHPgX9w9R4,strange moosic,herman dune,album,12.0,https://i.scdn.co/image/ab67616d000048516d006e9f707ee705e6e5b9d5,2020.0,7.0
579,,TyynHvJiG_4,brand new wayo compilation,various artists,album,-1.0,,-1.0,7.0
580,61KN8iSYTZq58bfsCfEwiZ,X7eK8bLJEMo,black & brown,black milk & danny brown,ep,10.0,https://i.scdn.co/image/ab67616d00004851c30d8c25469789dfe7bffb4f,2011.0,2.0
581,3IcaDZx8NwboAOJItYq6lh,xiS0XwgBmmA,parting the sea between brightness and me,touche amore,album,13.0,https://i.scdn.co/image/ab67616d00004851df5d77daeee5d59464d0d953,2011.0,7.0
582,1vziCKWQPcTVGXP2LlFO9L,CPVjp0i3WPQ,all things will unwind,my brightest diamond,album,11.0,https://i.scdn.co/image/ab67616d0000485183afc32c56ec210e029075c6,2010.0,6.0
583,0naMIQoMmwqmpXiO7qFqCX,KXUyCz1rYM0,you are all i see,active child,album,10.0,https://i.scdn.co/image/ab67616d00004851d2118cd48afa7b4d7f49d5bd,2011.0,6.0
584,7D0rCfJjFj9x0bdgRKtvzb,uWzNiXXypE0,helplessness blues,fleet foxes,track,12.0,https://i.scdn.co/image/ab67616d0000485175ff22a37b0cc0381d11c2c1,2011.0,8.0
585,1esQITow8cGQZqn1XtNRrK,xZnmheQqgUs,abzu,absu,album,6.0,https://i.scdn.co/image/ab67616d00004851e8e6a285995893662e0f47fb,2011.0,2.0
586,02oz6Rr7JK31RIRHtzUx2g,OmUdajuMIns,self-titled,veronica falls,album,12.0,https://i.scdn.co/image/ab67616d000048512b5df17168fa1d93498f313c,2011.0,8.0
587,2bVYeA0BEb0Rtj94ECaahK,NvFPmfdppYg,heritage,opeth,album,12.0,https://i.scdn.co/image/ab67616d0000485130e66f178148c59eebebbce8,2011.0,5.0
588,7cWYVVAVoAidpD3CgVr8Su,6YjqJdoHUZM,airbrushed,anamanaguchi,track,3.0,https://i.scdn.co/image/ab67616d00004851fb690635fb2c2eef050cda0f,2010.0,9.0
589,4IqAz9EBlwFdDrfesz3cCD,BrT6sEYrXew,escape velocity,zombi,album,5.0,https://i.scdn.co/image/ab67616d00004851c9694a5e89dbf2a81a807394,2011.0,8.0
590,4Uc2byetfJ22TehSQqVjtY,14sLvv_ykmE,w,planningtorock,album,12.0,https://i.scdn.co/image/ab67616d00004851cdf18d962d0ad0c68457aaa4,2011.0,2.0
591,29LtghxyQYS0pKC27nPKI1,wFKoYmiTws4,leave home,the men,album,8.0,https://i.scdn.co/image/ab67616d000048519b27193b46ebc65f94245540,2011.0,6.0
592,3VAXAx4DIrjBlJ9srNoY6k,5_Oi7Kr46A8,"""make some noise""",beastie boys,track,7.0,https://i.scdn.co/image/ab67616d000048514989734c1f003092e3aa37b1,2011.0,7.0
593,7h6DMObElPWC73Kev3uo6I,lvnSmbU4nWY,in love with oblivion,crystal stilts,album,11.0,https://i.scdn.co/image/ab67616d000048516a06ac52ef7677fbf6d4eae0,2011.0,8.0
594,1VQq6vAHE5jKzvrRpizdx2,5chNEtG0ETI,burst apart,the antlers,album,10.0,https://i.scdn.co/image/ab67616d000048513705a5a1205f81a222ab81de,2011.0,4.0
595,5xWx2DMLGYJrbz77k6lxnh,kp-3jPaY7yU,self-titled,kvelertak,album,17.0,https://i.scdn.co/image/ab67616d000048518b76b667fc902e0e3477227c,2011.0,8.0
596,25iVghk1Wvg9tMYp1jGeIP,uEINRdIFHK0,transmission zero,ghoul,album,11.0,https://i.scdn.co/image/ab67616d000048514793b1be191dd78d16cd5a41,2011.0,8.0
597,4yfi9CePcYX0vCXzkMDyDE,j1JbIzOtBj4,smother,wild beasts,album,10.0,https://i.scdn.co/image/ab67616d00004851a97d3363a8533cb6a6409ca4,2011.0,7.0
598,0fhmJYVhW0e4i33pCLPA5i,NLVxe2Evtkk,cole world: the sideline story,j. cole,album,16.0,https://i.scdn.co/image/ab67616d0000485199da48a530f6ca2ef86da3cc,2011.0,6.0
599,4yxFUmKjbvpDKyGiRu4Bx3,kLFGEHpPi3w,white wilderness,john vanderslice,album,9.0,https://i.scdn.co/image/ab67616d0000485159a276f3b2e474a7640cd589,2011.0,6.0
600,4Ss3RK7115gnEY66i7C5dG,QSMwuVqBQeA,enough thunder,james blake,album,6.0,https://i.scdn.co/image/ab67616d000048511d31519fb48064688554a013,2011.0,5.0
601,2Al9QdNTVRZCEHOMm0N41E,PzKcgB0n5XE,valhalla dancehall,british sea power,album,13.0,https://i.scdn.co/image/ab67616d00004851b0b8f6f10ea78d440aa1c17a,2011.0,8.0
602,7230YkSQN2EA4zAIWGxhBB,Pj6SHbpDnSc,"angels of darkness, demons of light i",earth,album,5.0,https://i.scdn.co/image/ab67616d00004851dde75c78dfdcbfbb5bb2f6ac,2011.0,7.0
603,4yxFUmKjbvpDKyGiRu4Bx3,kLFGEHpPi3w,white wilderness,john vanderslice,album,9.0,https://i.scdn.co/image/ab67616d0000485159a276f3b2e474a7640cd589,2011.0,6.0
604,4Ss3RK7115gnEY66i7C5dG,QSMwuVqBQeA,enough thunder,james blake,album,6.0,https://i.scdn.co/image/ab67616d000048511d31519fb48064688554a013,2011.0,5.0
605,7230YkSQN2EA4zAIWGxhBB,Pj6SHbpDnSc,"angels of darkness, demons of light i",earth,album,5.0,https://i.scdn.co/image/ab67616d00004851dde75c78dfdcbfbb5bb2f6ac,2011.0,7.0
606,2bFyxoT5hRX13dwqMrxfex,mYez03fRUBs,native speaker,braids,album,9.0,https://i.scdn.co/image/ab67616d000048514c1a94f162e2ed62f3c45c96,2011.0,7.0
607,478Px1irXROQF5tleOq5WG,Wp20Qxx2lOc,the destroyers of all,ulcerate,album,7.0,https://i.scdn.co/image/ab67616d00004851e761fd783ad46c939334db93,2011.0,7.0
608,2dK6nHgb0gkObpLau5FlK9,pbpDut3adjE,"""calgary""",bon iver,track,1.0,https://i.scdn.co/image/ab67616d00004851b9fcac41340aa16374a2a6a2,2021.0,7.0
609,2eU2JKfw6eLmOuClVCpTe5,dnYa0GqNk8M,93 million miles,africa hitech,album,11.0,https://i.scdn.co/image/ab67616d00004851bf627c2003ef0a2342ec7fec,2011.0,8.0
610,1TwAADd8Z8C1GeeCSaXTNr,w9iUTLxA2_0,within and without,washed out,album,9.0,https://i.scdn.co/image/ab67616d000048515302c191aff1a42847285a76,2011.0,6.0
611,4VXEMU4mlHvP5Zb8M83wM2,TOtTxtBWZ5k,mind bokeh,bibio,album,12.0,https://i.scdn.co/image/ab67616d00004851dee9c71e587c9dd60294d32d,2011.0,5.0
612,753v8ajoypUj7zgGnIHTuu,JEML7td1D3s,dirge,wormrot,album,25.0,https://i.scdn.co/image/ab67616d0000485102e7fcba19fb87096961870c,2011.0,8.0
613,4Z1BFX1oBckY8bhGEWMYmi,K5AU0BHLPh0,"""alien observer""",grouper,track,6.0,https://i.scdn.co/image/ab67616d000048519b865bfbee3875ffcab397e0,2011.0,7.0
614,0t6c8t14mfCD3ON8SoVFFZ,aGZqWwuLdjA,"""how come you never go there""",feist,track,1.0,https://i.scdn.co/image/ab67616d0000485116bb433f3e7af90e7fe662a0,2011.0,7.0
615,6CEe43cNzYyvRwHoRR2wFM,4GngIvsARm8,circuital,my morning jacket,album,10.0,https://i.scdn.co/image/ab67616d00004851029e1f4799d7e557248876ae,2011.0,5.0
616,2J6kwGPd3nL8fb25bUky0v,1J2Fi3fiN7s,self-titled,poor lily,album,12.0,https://i.scdn.co/image/ab67616d00004851a6d9a05adac316446901616e,2004.0,8.0
617,5669UFHy0owO0A1PNEk5V4,1_d3YFEGeCQ,i wish my brother rob was here,milo,album,16.0,https://i.scdn.co/image/ab67616d00004851ecefb05606787ed4dfbebe87,2014.0,2.0
618,4tfAMufxpphBnDYlLRoZKe,yvjxdtcLVfI,relax,das racist,album,14.0,https://i.scdn.co/image/ab67616d00004851e7cd00e52b41a0836c58bef1,2011.0,6.0
619,4tsPX4ImJ1Wu9RzUS0KeU6,WIX13DiXBe8,living with the ancients,blood ceremony,album,9.0,https://i.scdn.co/image/ab67616d00004851ed136a1b1ad459b17c72358e,2011.0,7.0
620,0FOqOvLYbfpNsmD4BV8B9R,p1TcklAM0r4,"""riot sugar""",boris,track,10.0,https://i.scdn.co/image/ab67616d00004851fc92bf2a0ddd481ee2a0c60a,2022.0,8.0
621,3ZjiKy5Tb1MIFRyGBBzoos,DSjCcInCqOk,w h o k i l l,tune-yards,album,10.0,https://i.scdn.co/image/ab67616d00004851c512f314a963c5265fce4097,2011.0,7.0
622,7iL21a3uxN9MPuohok3tqJ,ruD60TlP5ng,trembling hands,explosions in the sky,track,7.0,https://i.scdn.co/image/ab67616d000048511d2393b31c97b35471bfc8ff,2014.0,5.0
623,5AboigmcctvSRcBYktFtuZ,HMTBo9huzi0,elephants at the door,dumbo gets mad,album,10.0,https://i.scdn.co/image/ab67616d00004851031f75995136a5c0f7df97cb,2011.0,8.0
624,1BQVdofe7ROnSoaiC9418p,LK5U4DeBO_o,ritual union,little dragon,album,11.0,https://i.scdn.co/image/ab67616d000048514eedafd6e8ca9811e81fa01c,2011.0,8.0
625,5g2CNuItRDkZWD3QdCk6O7,qwRR5uCTvas,"take care, take care, take care",explosions in the sky,album,6.0,https://i.scdn.co/image/ab67616d00004851123200234d580b4dee24130b,2011.0,5.0
626,13VVtuvboNAaPFcKsQsjLP,1EWVlDIRUR4,apocalypse,bill callahan,album,7.0,https://i.scdn.co/image/ab67616d00004851b6cb852f5cdb1443295484fe,2011.0,6.0
627,2Rx7aDr2gtQVXmNOdaZZPG,rcz78ic8CGw,angels exodus,lil b,album,12.0,https://i.scdn.co/image/ab67616d0000485175583df45b38da389df9657b,2011.0,3.0
628,0kNc7P4kmG5ZQbCvI44R9B,7hpw4H18k3M,coin coin chapter one: gens de couleur libres,matana roberts,album,8.0,https://i.scdn.co/image/ab67616d00004851945e39e360291855536934a8,2011.0,8.0
629,3AYIOYVoTIEM89wFJ7y6eI,zNbdh-JzTDY,"""night air""",jamie woon,track,4.0,https://i.scdn.co/image/ab67616d00004851327e9218b4bcf261d4f75190,2010.0,5.0
630,2nBo5nFoszkjuY0bxv1y0A,UWcxXnus0zY,"""the rose with the broken neck""",danger mouse & daniele luppi,track,15.0,https://i.scdn.co/image/ab67616d00004851574860379dd3dd615ec3bb7b,2011.0,3.0
631,53FEYOXnplxBWoQMmWn82U,j48qLgyg7PE,limit to your love,james blake,track,10.0,https://i.scdn.co/image/ab67616d00004851d134dbb0fad78dda23d777ff,2013.0,8.0
632,1PQDjdBpHPikAodJqjzm6a,mK54P7VeM1g,the money store,death grips,album,13.0,https://i.scdn.co/image/ab67616d00004851b4f8459b0f719f8a97ee1c8c,2012.0,1.0
633,3DGQ1iZ9XKUQxAUWjfC34w,VUUxtEQLAiQ,"good kid, m.a.a.d. city",kendrick lamar,album,17.0,https://i.scdn.co/image/ab67616d00004851d58e537cea05c2156792c53d,2012.0,9.0
634,6k3vC8nep1BfqAIJ81L6OL,_TZBdHjgMxI,an awesome wave,alt-j,album,14.0,https://i.scdn.co/image/ab67616d00004851df8cadc6c242d4c3cee9011b,2012.0,8.0
635,1lJn3Ku809KZKTS3411iTT,pRL_6Lf9Xrg,advaitic songs,om,album,5.0,https://i.scdn.co/image/ab67616d00004851611acf675a67eee864c07ceb,2012.0,5.0
636,4VDX4YuDzvaRPfHaZ4FrFV,aUClt-ivlH0,floral green,title fight,album,11.0,https://i.scdn.co/image/ab67616d000048513c1508c6ffabbb1082bc5b15,2012.0,7.0
637,6Fij1GcS7KaoMWf69wRzbc,f0D9IyyeEEU,floral shoppe,macintosh plus,album,1.0,https://i.scdn.co/image/ab67616d00004851f1eefcba208bc882bfa596e3,2020.0,4.0
638,4JSNpsxNnuVDKMyNd2CrZt,GX0CdRiz9xY,oceania,the smashing pumpkins,album,13.0,https://i.scdn.co/image/ab67616d00004851f27f8a521a8aaa34ad0f50b3,2012.0,6.0
639,5UfMLGd2z0e9wh0ziHlqsS,DNzZfBfBjoU,the odds,the evens,album,13.0,https://i.scdn.co/image/ab67616d000048512ef8305cabfa36361b68fd3a,2012.0,8.0
640,1WzwZsb0LvVXhngbHjBfd9,RE9pUpdFmeE,koloss,meshuggah,album,10.0,https://i.scdn.co/image/ab67616d00004851f2734c116272ca850200ef7e,2012.0,6.0
641,7qqCw47pAWFzhwTpVRd0zE,eboBBDS-Klw,strange clouds,b.o.b.,album,15.0,https://i.scdn.co/image/ab67616d00004851a191830c8b300bc71c2faac7,2012.0,4.0
642,3KuXEGcqLcnEYWnn3OEGy0,zZsgsn_fUao,the 2nd law,muse,album,13.0,https://i.scdn.co/image/ab67616d00004851fc192c54d1823a04ffb6c8c9,2012.0,3.0
643,04hy4jb1GDD00otiwzsFUB,nuRLRQl0tZ8,echoes of silence,the weeknd,album,9.0,https://i.scdn.co/image/ab67616d0000485136fb79728dbb379579cef97e,2011.0,8.0
644,2LwsVtdQwCeSeVLcnA0RwI,9F0z05m0oM0,we don't even live here,p.o.s,album,13.0,https://i.scdn.co/image/ab67616d00004851b9afa4aab7818c01203df3d2,2012.0,2.0
645,4pGO1xW9SxLhZmdOVxsXaj,9QmHTioUUaE,piramida,efterklang,album,10.0,https://i.scdn.co/image/ab67616d00004851b5fe3c30ca6631aa5d05de4a,2012.0,5.0
646,1OhcoQdeYqt68I22NWEdF0,adyBTyBBOTM,'allelujah! don't bend! ascend!,godspeed you! black emperor,album,4.0,https://i.scdn.co/image/ab67616d000048514200b6d40b6674a06907e7cd,2012.0,2.0
647,5GOo2Xk33SMeP05fZZirfz,kbmrV7CIa28,wild water kingdom,heems,album,16.0,https://i.scdn.co/image/ab67616d00004851bc8ad1e059f104c9728cffc1,2012.0,5.0
648,7230YkSQN2EA4zAIWGxhBB,dfzAuvtWVYk,"angels of darkness, demons of light ii",earth,album,5.0,https://i.scdn.co/image/ab67616d00004851dde75c78dfdcbfbb5bb2f6ac,2011.0,6.0
649,26RLXRJA7aOOffZJGjUaSW,tAXqMlMoyg8,control system,ab-soul,album,17.0,https://i.scdn.co/image/ab67616d00004851758f24ced78e29586d931404,2012.0,8.0
650,1RhXvTjZRTJYC7SGdGvZYE,8Mxjjefgprw,vacation,shlohmo,ep,3.0,https://i.scdn.co/image/ab67616d000048515e0452f6253c6fd2d016167b,2012.0,7.0
651,6B5favhKTShFTjRLsKIUfa,A6dKpFq0IxU,the idler wheel...,fiona apple,album,11.0,https://i.scdn.co/image/ab67616d000048511443bd487a471868735f050b,2012.0,9.0
652,4hrpqNai22Fpg51cmHmUCm,JBKPJ5VUbr8,sweet heart sweet light,spiritualized,album,11.0,https://i.scdn.co/image/ab67616d00004851e66dd7ea1c046ef1744887c7,2012.0,8.0
653,6XpD4GhQq4olgxxgX6BXdv,wA8kYFNE5IU,luxury problems,andy stott,album,8.0,https://i.scdn.co/image/ab67616d00004851c7de249d7a5b4a7a193b48ae,2012.0,2.0
654,1GEvc3u1Fu0CoKPesy1gDJ,h_jZvILNGzo,paralytic stalks,of montreal,album,9.0,https://i.scdn.co/image/ab67616d00004851a5b21e864087c7ab7f448f91,2012.0,7.0
655,5ra51AaWF3iVebyhlZ1aqq,--YnsRamkzc,1999,joey bada$$,album,15.0,https://i.scdn.co/image/ab67616d00004851fcd3724fba954e6104e4530d,2012.0,7.0
656,4oWUnRY3vid51jMl8oXKtE,yGrlhEmZZVc,bish bosch,scott walker,album,9.0,https://i.scdn.co/image/ab67616d00004851c3c86aafd905181f19366b2d,2012.0,7.0
657,24mE0f0UXWd9YEpmKC3JtJ,5WlUMxDtLqY,four,bloc party,album,12.0,https://i.scdn.co/image/ab67616d000048516af9e978eaba9e5f8ac7653b,2012.0,7.0
658,5CMHNfabEoFCjYPIosFcSR,qni6vhBYrBc,bend beyond,woods,album,12.0,https://i.scdn.co/image/ab67616d000048517ea760f6e1c87211c704ad4d,2012.0,7.0
659,1yENAh14y99tcC6No2mXWl,kgOFgQLoPgg,les voyages de l'âme,alcest,album,8.0,https://i.scdn.co/image/ab67616d000048519fa82cf8515e7539291a7d8e,2012.0,5.0
660,139JTQqbke2UEFCKgmy34d,fSB9Wy0-Ps4,nocturne,wild nothing,album,11.0,https://i.scdn.co/image/ab67616d00004851e5d50b202ff6719448eb9007,2012.0,8.0
661,1YSb516nyR6ALY2ji1eCAV,CTTmj5V5h_M,"god forgives, i don't",rick ross,album,17.0,https://i.scdn.co/image/ab67616d00004851b3ed0d541b9c8508d3b6f729,2012.0,3.0
662,2B4y3j02ho6XNF8BEzx3JF,0fRWxAV3Eik,finally rich,chief keef,album,12.0,https://i.scdn.co/image/ab67616d00004851a76616abf60ce17491e95891,2012.0,4.0
663,74MuJS9J7ZNhzRhzNX254g,5WlRFlH5oRI,silencing machine,nachtmystium,album,10.0,https://i.scdn.co/image/ab67616d00004851171a4549761f83a484f1d15d,2012.0,8.0
664,1SIWICMyd07WaAwrOWKchn,_JtSBVS1GkA,the parallax ii: future sequence,between the buried and me,album,12.0,https://i.scdn.co/image/ab67616d00004851902657587715115b8a136ccf,2012.0,2.0
665,1l8BPAV90bROAtw5lVuT0q,GBp40M6WMxA,put your back n 2 it,perfume genius,album,12.0,https://i.scdn.co/image/ab67616d0000485193ec22f2c869cb5623fb0acb,2012.0,9.0
666,4m2nF2XI6ZF6qhUXoYwmJu,c1LHWTKqFcI,harmonicraft,torche,album,13.0,https://i.scdn.co/image/ab67616d00004851c3f15dc3afb0a16797da6d2d,2012.0,8.0
667,2xbkLrXys1oVlp5fgTgwSJ,XQbBEdzZbaU,synthetica,metric,album,16.0,https://i.scdn.co/image/ab67616d00004851d8164c97d4a8e537a5d13db2,2012.0,3.0
668,744i0LypfMwHHrKhzsqAx0,CHhdSJLmdu8,clockwork angels,rush,album,12.0,https://i.scdn.co/image/ab67616d00004851bb81630aad8bbd92febcf060,2012.0,6.0
669,5FGYd2lKYeFHpybmNsa4q7,bhBkb4ayfVY,tape one,young fathers,ep,8.0,https://i.scdn.co/image/ab67616d000048518847922b471aa2d62458f2b8,2013.0,8.0
670,1AOcKK0PoTQtuRZVhOgJlp,hBKOobrNh9Y,transcendental youth,the mountain goats,album,12.0,https://i.scdn.co/image/ab67616d00004851c44912851256fbad80096bd3,2012.0,7.0
671,3C2MFZ2iHotUQOSBzdSvM7,f7crV1BXXVg,lonerism,tame impala,album,12.0,https://i.scdn.co/image/ab67616d00004851370c12f82872c9cfaee80193,2012.0,8.0
672,0ZHkshyLAi9f8DXdj3Z5ph,39G4QwnUOzw,valtari,sigur rós,album,8.0,https://i.scdn.co/image/ab67616d00004851552b8bc7ed7bd464d69342e0,2012.0,7.0
673,59RRybuUba0YMDi5kSextp,zvvISXU7YaQ,onwards to the wall,a place to bury strangers,ep,5.0,https://i.scdn.co/image/ab67616d0000485128ff67a81108131e114043b1,2012.0,5.0
674,4nYzn3xOXQsltWZ5AIQns7,sVjHl5LdLco,something,chairlift,album,12.0,https://i.scdn.co/image/ab67616d0000485167a74f87b45b405940538848,2012.0,7.0
